Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link,Category
D168,"Pepper, sweet/bell, long, green, boiled","Sili, sweet/bell, mahaba, berde, nilaga",92.1,32.0,0.9,0.3,6.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1681.png,VEGETABLES
D169,"Pepper, sweet/bell, long, red","Sili, sweet/bell, mahaba, pula",81.5,75.0,2.4,0.9,14.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1691.png,VEGETABLES
D170,"Pepper, sweet/bell, round, green","Sili, sweet/bell, bilog, berde",92.9,28.0,0.9,0.2,5.6,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D170.jpg,VEGETABLES
D171,"Pepper, sweet/bell, round, green, boiled","Sili, sweet/bell, bilog, berde, nilaga",95.8,17.0,0.5,0.2,3.2,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D171.jpg,VEGETABLES
D172,"Pepper, sweet/bell, round, red","Sili, sweet/bell, bilog, pula",90.9,36.0,0.5,0.3,7.8,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D171.jpg,VEGETABLES
D173,Philippine spinach lvs,Talinum dahon/Ceylon spinach lvs,91.7,29.0,2.7,0.5,3.5,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1721.png,VEGETABLES
D174,"Philippine spinach lvs, boiled","Talinum dahon, nilaga/Ceylon spinach lvs, boiled",93.8,23.0,0.8,0.2,4.6,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D173_PhilippineSpinachLeaves.jpg,VEGETABLES
D175,Pigeon pea pod,Kadyos bunga,61.7,149.0,8.2,0.7,27.4,2.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D174.jpg,VEGETABLES
D176,"Pigeon pea pod, boiled","Kadyos bunga, nilaga",78.4,84.0,5.6,0.3,14.7,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D174.jpg,VEGETABLES
D177,"Pigeon pea seed, fresh","Kadyos buto, sariwa",62.6,143.0,8.2,0.7,26.0,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1751.png,VEGETABLES
D178,Malabar bauhinia lvs,Alibangbang/Alambangbang dahon,86.4,60.0,2.5,1.6,8.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1761.png,VEGETABLES
D179,"Prickly chaff-flower, lvs",Lupo-lupo/Hangod,85.0,59.0,6.4,1.0,6.2,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1771.png,VEGETABLES
D180,Purslane lvs,Olasiman dahon,90.8,31.0,2.3,0.4,4.5,2.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1781.png,VEGETABLES
D181,"Purslane lvs, boiled","Olasiman dahon, nilaga",92.8,26.0,1.3,0.3,4.6,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa66.jpg,VEGETABLES
D182,Racaba lvs,Bunga-bunga dahon/Dwarf copperleaf lvs,83.9,58.0,3.3,1.0,8.9,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D180_Purslane_lvs1.png,VEGETABLES
D183,Radish,"Labanos/Rabanos, lamang ugat",94.6,20.0,0.6,0.1,4.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D183.jpg,VEGETABLES
D184,"Radish, boiled","Labanos/Rabanos, lamang ugat, nilaga",96.2,15.0,0.2,0.1,3.2,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D184.jpg,VEGETABLES
D185,"Radish, pod","Labanos/Rabanos, bunga",91.4,33.0,1.7,0.1,6.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1851.png,VEGETABLES
D186,"Rhubarb, young petioles",Garden rhubarb,93.0,27.0,0.6,0.5,5.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa69.jpg,VEGETABLES
D187,Roselle lvs,,84.2,63.0,2.8,0.6,11.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D187.jpg,VEGETABLES
D188,"Sabitan, lvs",,80.6,70.0,6.2,0.7,9.6,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa70.jpg,VEGETABLES
D189,"Seaweed, gut weed, dried","Bitukang manok, tuyo/Hollow green nori, dried",36.1,108.0,1.4,0.4,24.8,37.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa71.jpg,VEGETABLES
D190,Sea purslane lvs,Dampalit dahon,92.1,25.0,1.8,0.4,3.6,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D190_SeaPurslaneLeaves.jpg,VEGETABLES
D191,"Sea purslane lvs, boiled","Dampalit dahon, nilaga",89.2,36.0,1.0,0.2,7.5,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa72.jpg,VEGETABLES
D192,"Seaweed, balbalulang",Balbalulang/Balbalolang,88.3,23.0,0.4,0.3,4.6,6.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa73.jpg,VEGETABLES
D193,"Seaweed, gamet, dried","Gamet, tuyo",30.7,252.0,23.7,1.2,36.7,7.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa74.jpg,VEGETABLES
D194,"Seaweed, kawkawayan",Kawkawayan/Gulaman dagat/Ceylon moss seaweed,76.9,67.0,2.2,1.5,11.2,8.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa75.jpg,VEGETABLES
D195,"Seaweed, kulot",Kulot,90.6,24.0,0.6,0.4,4.6,3.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D195.jpg,VEGETABLES
D196,"Seaweed, lato",Lato,96.7,10.0,0.1,0.1,2.1,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D196.jpg,VEGETABLES
D198,"Seaweed, pokpoklo",Pokpoklo,92.9,14.0,1.2,0.2,1.8,3.9,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/D198_Seaweed,_pokpokloresized.png",VEGETABLES
D199,Sesbania flower,Katuray bulaklak,92.3,31.0,1.0,0.3,6.1,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D199_SesbaniaFlower2.jpg,VEGETABLES
D200,"Sesbania flower, boiled","Katuray bulaklak, nilaga",93.0,28.0,1.0,0.3,5.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D200.png,VEGETABLES
D201,Sesbania lvs,Katuray dahon,81.4,76.0,6.6,1.4,9.2,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D201.png,VEGETABLES
D202,"Sesbania lvs, boiled","Katuray dahon, nilaga",87.3,51.0,6.0,0.8,4.9,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D202new.png,VEGETABLES
D203,Slender/Spineless amaranth lvs,Kulitis dahon,84.2,59.0,4.5,1.1,7.8,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D203.png,VEGETABLES
D204,"Slender/Spineless amaranth lvs, boiled","Kulitis dahon, nilaga",90.0,34.0,3.3,0.4,4.4,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D204.jpg,VEGETABLES
D205,Snake gourd fruit,Pakupis bunga,95.2,18.0,0.6,0.0,4.0,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa76.jpg,VEGETABLES
D206,"Snap bean pod, green","Abitsuwelas/Baguio beans bunga, berde",90.5,36.0,2.0,0.1,6.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2061.png,VEGETABLES
D207,"Snap bean pod, green, boiled","Abitsuwelas/Baguio beans bunga, berde, nilaga",93.2,27.0,0.8,0.1,5.6,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2071.png,VEGETABLES
D208,"Snap bean pod, white","Abitsuwelas/Baguio beans bunga, puti",92.1,31.0,1.9,0.2,5.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa77.jpg,VEGETABLES
D209,"Snap bean pod, white, boiled","Abitsuwelas/Baguio beans bunga, puti, nilaga",96.2,14.0,1.0,0.1,2.3,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa78.jpg,VEGETABLES
D210,"Snap bean seed, black & brown, fresh","Abitsuwelas/Baguio beans buto, kulay kape, sariwa",52.2,185.0,11.3,0.6,33.5,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa79.jpg,VEGETABLES
D211,Snow/Sugar pea pod,Sitsaro,82.4,67.0,3.0,0.4,12.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2111.png,VEGETABLES
D212,"Snow/Sugar pea pod, boiled","Sitsaro, nilaga",90.0,40.0,1.5,0.4,7.6,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2121.png,VEGETABLES
D213,"Soybean seed, fresh","Utaw buto, sariwa",68.2,151.0,13.1,6.1,10.9,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa80.jpg,VEGETABLES
D214,"Soybean seed, fresh, boiled","Utaw buto, sariwa, nilaga",70.2,144.0,12.4,6.4,9.3,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa81.jpg,VEGETABLES
D215,"Spanish plum, young lvs",Siniguelas talbos,83.6,66.0,4.5,1.2,9.3,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2151.png,VEGETABLES
D216,"Spanish plum, young lvs, boiled","Siniguelas talbos, nilaga",90.3,39.0,1.9,0.6,6.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D216.jpg,VEGETABLES
D217,Spiny pigweed/Thorny amaranth lvs,Uray dahon,82.4,63.0,5.5,0.9,8.2,3.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D217.png,VEGETABLES
D218,"Spiny pigweed/Thorny amaranth lvs, boiled","Uray dahon, nilaga",90.2,37.0,1.6,0.3,6.9,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D218.png,VEGETABLES
D219,Sponge gourd fruit,Patola bunga,94.5,21.0,0.7,0.1,4.3,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D219_SpongeGourdFruit2.jpg,VEGETABLES
D220,"Sponge gourd fruit, boiled","Patola bunga, nilaga",96.2,16.0,0.4,0.4,2.7,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2201.png,VEGETABLES
D221,Sponge gourd lvs,Patola dahon,89.3,37.0,4.0,0.6,3.9,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2211.png,VEGETABLES
D222,"Sponge gourd lvs, boiled","Patola dahon, nilaga",96.0,14.0,1.4,0.1,1.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa82.jpg,VEGETABLES
D223,Squash flower,Kalabasa bulaklak,90.4,33.0,1.9,0.5,5.2,2.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D223.jpg,VEGETABLES
D224,"Squash flower, boiled","Kalabasa bulaklak, nilaga",94.8,19.0,0.4,0.1,4.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D224.jpg,VEGETABLES
D225,Squash fruit,Kalabasa bunga,82.5,68.0,1.2,0.2,15.3,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D225.jpg,VEGETABLES
D226,"Squash fruit, boiled","Kalabasa bunga, nilaga",88.2,47.0,0.4,0.2,10.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D226.jpg,VEGETABLES
D227,Squash lvs,Kalabasa dahon,89.8,38.0,3.4,0.6,4.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D227.jpg,VEGETABLES
D228,"Squash lvs, boiled","Kalabasa dahon, nilaga",93.4,27.0,1.6,0.4,4.2,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D228.jpg,VEGETABLES
D229,"Squash, summer fruit","Kalabasa bunga, puti",94.6,21.0,0.6,0.2,4.3,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa83.jpg,VEGETABLES
D230,String/Yard long bean lvs,Sitaw talbos,88.0,44.0,4.2,0.4,6.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2301.png,VEGETABLES
D231,"String/Yard long bean lvs, boiled","Sitaw talbos, nilaga",92.8,27.0,2.1,0.2,4.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D231.png,VEGETABLES
D232,"String/Yard long bean pod, green","Sitaw bunga, berde",90.2,38.0,2.7,0.3,6.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D232_StringYardLongBeanPodGreen.jpg,VEGETABLES
D233,"String/Yard long bean pod, green, boiled","Sitaw bunga, berde, nilaga",87.0,52.0,4.0,0.5,7.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2331.png,VEGETABLES
D234,"String/Yard long bean pod, red","Sitaw bunga, pula",88.6,44.0,2.8,0.2,7.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D234.jpg,VEGETABLES
D235,"String/Yard long bean pod, red, boiled","Sitaw bunga, pula, nilaga",91.0,35.0,1.5,0.2,6.7,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2351.png,VEGETABLES
D236,"String/Yard long bean pod, white","Sitaw bunga, puti",88.0,47.0,2.2,0.3,8.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa84.jpg,VEGETABLES
D237,"String/Yard long bean pod, white, boiled","Sitaw bunga, puti, nilaga",94.1,23.0,1.4,0.1,4.1,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa85.jpg,VEGETABLES
D238,"String/Yard long bean seed, green, fresh","Sitaw buto, berde, sariwa",70.0,119.0,9.2,0.8,18.8,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa86.jpg,VEGETABLES
D239,"String/Yard long bean seed, green, fresh, boiled","Sitaw buto, berde, sariwa, nilaga",69.4,119.0,12.7,0.4,16.1,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa87.jpg,VEGETABLES
D240,"Sugar palm, heart of palm",Kaong ubod,90.2,38.0,1.3,0.5,7.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa88.jpg,VEGETABLES
D241,Swamp amaranth lvs,Lupo dahon,84.7,52.0,5.1,0.2,7.5,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa89.jpg,VEGETABLES
D242,Swamp cabbage lvs,Kangkong dahon/Water spinach lvs,89.6,39.0,3.3,0.4,5.5,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D242.png,VEGETABLES
D243,"Swamp cabbage lvs, boiled","Kangkong dahon, nilaga/Water spinach lvs, boiled",92.9,28.0,1.5,0.4,4.7,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2431.png,VEGETABLES
D244,Sweet potato lvs,Kamote dahon,87.2,49.0,3.9,0.5,7.2,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D244.jpg,VEGETABLES
D245,"Sweet potato lvs, boiled","Kamote dahon, nilaga",93.1,29.0,1.1,0.7,4.6,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2451.png,VEGETABLES
D246,"Sweet potato lvs, purple","Kamote dahon, murado",81.8,69.0,4.7,0.6,11.3,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D246.jpg,VEGETABLES
D247,"Sweet potato lvs, purple, boiled","Kamote dahon, murado, nilaga",93.6,24.0,1.8,0.3,3.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2471.png,VEGETABLES
D248,Tamarind flower,Sampalok bulaklak,80.0,86.0,2.5,1.8,15.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D248.png,VEGETABLES
D249,Tamarind lvs,Sampalok dahon,80.0,80.0,3.9,1.0,13.9,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D249.jpg,VEGETABLES
D250,"Tamarind lvs, boiled","Sampalok dahon, nilaga",86.6,54.0,2.4,0.5,9.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2501.png,VEGETABLES
D251,Ivy gourd lvs,Tamling dahon,88.2,49.0,4.9,1.5,3.9,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D251_TamlingLeaves1.jpg,VEGETABLES
D252,"Ivy gourd lvs, boiled","Tamling dahon, nilaga",86.5,49.0,3.5,0.8,7.0,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D252.png,VEGETABLES
D253,Taro lvs,Gabi dahon,81.3,73.0,4.3,1.8,10.0,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D253_Taro_Leaves1.png,VEGETABLES
D254,"Taro lvs, boiled","Gabi dahon, nilaga",88.0,48.0,1.4,0.4,9.7,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2541.png,VEGETABLES
D255,Taro petioles,Gabi tangkay,93.7,21.0,0.3,0.2,4.6,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2551.png,VEGETABLES
D256,"Taro petioles, boiled","Gabi tangkay, nilaga",96.2,15.0,0.2,0.1,3.2,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2561.png,VEGETABLES
D257,Tomato,Kamatis,93.4,25.0,0.8,0.1,5.2,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D257_Kamatis.jpg,VEGETABLES
D258,"Tomato, boiled","Kamatis, nilaga",93.6,25.0,0.4,0.1,5.6,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2581.png,VEGETABLES
D259,"Tomato, Spanish, ripe","Kamatis, Kastila, hinog",83.4,64.0,2.3,0.4,12.9,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa90.jpg,VEGETABLES
D260,Yam bean,Singkamas lamang-ugat/Jicama,88.6,45.0,1.1,0.2,9.8,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D260.png,VEGETABLES
D261,"Yam bean, pod",Singkamas bunga,86.8,52.0,2.6,0.3,9.6,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D261.png,VEGETABLES
D263,"Water caltrop, boiled","Sungay kalabaw, nilaga/Bullnut, boiled",42.3,226.0,9.4,0.1,46.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa91.jpg,VEGETABLES
D264,Water chestnut,Apulid lamang-ugat,55.8,176.0,2.3,0.7,40.3,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa92.jpg,VEGETABLES
D265,"Water chestnut, boiled","Apulid lamang-ugat, nilaga",37.8,246.0,2.7,0.1,58.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D265.png,VEGETABLES
D268,Watercress,Tonghoy,93.3,26.0,1.0,0.3,4.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa93.jpg,VEGETABLES
D269,Wax gourd fruit,Kundol bunga,95.1,20.0,0.4,0.3,3.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D269.png,VEGETABLES
D270,"Wax gourd fruit, boiled","Kundol bunga, nilaga",96.5,13.0,0.1,0.1,3.0,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D270.png,VEGETABLES
D271,Wild ginger,Tumbong aso/Bitter ginger,91.3,32.0,2.1,0.4,5.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa94.jpg,VEGETABLES
D272,Winged bean pod,"Sigarilyas/Kalamismis, bunga",92.1,31.0,2.0,0.3,5.1,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D272.png,VEGETABLES
D273,"Winged bean pod, boiled","Sigarilyas/Kalamismis bunga, nilaga",91.2,35.0,1.6,0.3,6.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D273.png,VEGETABLES
D274,"Asparagus, cnd",,91.9,30.0,1.6,0.4,5.1,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2741.png,VEGETABLES
D275,"Bamboo shoot, cnd","Labong, de lata",95.5,18.0,1.1,0.4,2.6,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D275.jpg,VEGETABLES
D276,"Bamboo shoot, dried","Labong, tuyo",11.1,357.0,17.1,1.4,69.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa95.jpg,VEGETABLES
D277,"Black wood ear mushroom, dried","Tengang daga, tuyo",15.4,325.0,8.4,0.5,71.6,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D277.jpg,VEGETABLES
D278,"Cucumber, salted, cnd","Pipino, inasnan, de lata",80.6,37.0,2.9,0.2,5.8,10.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D278.png,VEGETABLES
D279,"Mushroom, cnd","Kabuti, de lata",93.6,23.0,2.3,0.4,2.5,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D279.jpg,VEGETABLES
D280,"Mushroom, dried","Kabuti, tuyo",14.9,331.0,16.0,0.9,64.6,3.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2801.png,VEGETABLES
D281,"Mustard lvs, pickled","Mustasa dahon, buro",93.0,16.0,1.4,0.1,2.3,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2811.png,VEGETABLES
D282,"Mustard lvs, salted","Mustasa dahon, inasnan",83.4,28.0,1.9,1.0,2.9,10.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa96.jpg,VEGETABLES
D283,"Olive, green, in brine","Aseytuna, berde",76.2,132.0,1.3,12.6,3.4,6.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D283.jpg,VEGETABLES
D284,"Olive, ripe, in brine","Aseytuna, hinog",77.9,158.0,1.0,16.0,2.6,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D284.jpg,VEGETABLES
D285,"Papaya fruit, unripe, dried","Papaya bunga, hilaw, tuyo",10.0,335.0,6.7,0.6,75.7,7.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa97.jpg,VEGETABLES
D286,Pickle relish,,62.7,145.0,0.3,0.9,33.9,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D286.jpg,VEGETABLES
D287,"Pickles, mixed",,61.9,163.0,0.2,3.1,33.5,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D287.jpg,VEGETABLES
D288,"Pickles, papaya","Atsara, papaya",58.8,203.0,0.8,8.7,30.3,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D288.jpg,VEGETABLES
D289,"Pickles, whole, gherkins",,67.0,132.0,0.4,1.7,28.7,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D289.jpg,VEGETABLES
D290,"Pimiento, cnd",,95.0,20.0,0.6,0.5,3.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D290.jpg,VEGETABLES
D292,"Radish, salted, cnd","Labanos, inasnan, de lata",75.5,46.0,2.7,0.4,7.8,13.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa98.jpg,VEGETABLES
D293,"Taro lvs, dried","Gabi dahon, tuyo",3.0,388.0,23.1,9.2,53.1,11.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D293.jpg,VEGETABLES
D294,"Bagbagkong flower, raw",Sabidukong/Latok,87.3,49.0,4.1,0.6,6.9,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D294.png,VEGETABLES
D295,"Batwan, immature fruit, raw",Binucao/Binukaw,86.7,53.0,0.6,0.1,12.4,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D295.png,VEGETABLES
D296,"Bitter melon/gourd, wild, fruit, raw",Ampalayang ligaw,92.5,29.0,1.2,0.3,5.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D296_copy2.png,VEGETABLES
D297,"Malunggay leaves powder, dry",-,5.5,382.0,28.8,8.7,47.0,10.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D297.png,VEGETABLES
D298,"Mangrove apple, raw",Bakawan bunga,81.8,72.0,1.6,0.5,15.2,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D298.png,VEGETABLES
D299,"Ivy gourd, immature fruit, raw",Tamling bunga,92.7,28.0,1.2,0.3,5.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D299.png,VEGETABLES
D300,"Basil, sweet, fresh",-,87.3,46.0,3.3,0.6,6.9,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3001.png,VEGETABLES
D301,"Libas, mature lvs","Common hog plum lvs, mature",75.3,90.0,3.8,1.3,15.7,3.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3011.png,VEGETABLES
D302,"Libas, young lvs","Common hog plum lvs, young",79.0,84.0,2.8,0.7,16.5,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3021.png,VEGETABLES
D303,"Thyme, fresh",,70.2,118.0,5.3,1.9,20.0,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3031.png,VEGETABLES
E001,"Apple, green","Mansanas, berde",84.3,63.0,0.5,0.1,14.9,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E001.jpg,FRUITS
E002,"Apple, red","Mansanas, pula",83.2,67.0,0.7,0.1,15.8,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E002.jpg,FRUITS
E003,Atemoya,,84.2,63.0,0.5,0.3,14.5,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa99.jpg,FRUITS
E004,"Avocado, green","Abokado, berde",81.8,101.0,0.9,6.2,10.5,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E004_copy1.png,FRUITS
E005,"Avocado, red","Abokado, murado",83.9,100.0,0.9,7.6,7.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0051.png,FRUITS
E006,"Banana, bungulan","Saging, bungulan",73.3,106.0,1.0,0.4,24.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0061.png,FRUITS
E007,"Banana, butuan","Saging, butuan",74.4,101.0,1.3,0.3,23.2,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa.jpg,FRUITS
E008,"Banana, cavendish, ripe","Saging, cavendish, hinog",74.4,104.0,0.9,0.9,23.1,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E008.jpg,FRUITS
E009,"Banana, cavendish, unripe","Saging, cavendish, hilaw",72.0,112.0,1.1,0.7,25.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0091.png,FRUITS
E010,"Banana, gloria","Saging, gloria",66.3,132.0,1.1,0.1,31.7,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa1.jpg,FRUITS
E011,"Banana, lacatan","Saging, lakatan",68.0,126.0,1.4,0.2,29.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E011.jpg,FRUITS
E012,"Banana, latundan","Saging, latundan",73.4,105.0,1.2,0.3,24.4,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0121.png,FRUITS
E013,"Banana, murado","Saging, murado",73.1,107.0,1.2,0.5,24.5,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0131.png,FRUITS
E014,"Banana, saba","Saging, saba",72.2,110.0,1.1,0.4,25.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E014.jpg,FRUITS
