Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link
D189,"Seaweed, gut weed, dried","Bitukang manok, tuyo/Hollow green nori, dried",36.1,108,1.4,0.4,24.8,37.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa71.jpg
D190,Sea purslane lvs,Dampalit dahon,92.1,25,1.8,0.4,3.6,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D190_SeaPurslaneLeaves.jpg
D191,"Sea purslane lvs, boiled","Dampalit dahon, nilaga",89.2,36,1,0.2,7.5,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa72.jpg
D192,"Seaweed, balbalulang",Balbalulang/Balbalolang,88.3,23,0.4,0.3,4.6,6.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa73.jpg
D193,"Seaweed, gamet, dried","Gamet, tuyo",30.7,252,23.7,1.2,36.7,7.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa74.jpg
D194,"Seaweed, kawkawayan",Kawkawayan/Gulaman dagat/Ceylon moss seaweed,76.9,67,2.2,1.5,11.2,8.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa75.jpg
D195,"Seaweed, kulot",Kulot,90.6,24,0.6,0.4,4.6,3.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D195.jpg
D196,"Seaweed, lato",Lato,96.7,10,0.1,0.1,2.1,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D196.jpg
D198,"Seaweed, pokpoklo",Pokpoklo,92.9,14,1.2,0.2,1.8,3.9,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/D198_Seaweed,_pokpokloresized.png"
D199,Sesbania flower,Katuray bulaklak,92.3,31,1,0.3,6.1,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D199_SesbaniaFlower2.jpg
D200,"Sesbania flower, boiled","Katuray bulaklak, nilaga",93,28,1,0.3,5.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D200.png
D201,Sesbania lvs,Katuray dahon,81.4,76,6.6,1.4,9.2,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D201.png
D202,"Sesbania lvs, boiled","Katuray dahon, nilaga",87.3,51,6,0.8,4.9,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D202new.png
D203,Slender/Spineless amaranth lvs,Kulitis dahon,84.2,59,4.5,1.1,7.8,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D203.png
D204,"Slender/Spineless amaranth lvs, boiled","Kulitis dahon, nilaga",90,34,3.3,0.4,4.4,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D204.jpg
D205,Snake gourd fruit,Pakupis bunga,95.2,18,0.6,0,4,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa76.jpg
D206,"Snap bean pod, green","Abitsuwelas/Baguio beans bunga, berde",90.5,36,2,0.1,6.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2061.png
D207,"Snap bean pod, green, boiled","Abitsuwelas/Baguio beans bunga, berde, nilaga",93.2,27,0.8,0.1,5.6,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2071.png
D208,"Snap bean pod, white","Abitsuwelas/Baguio beans bunga, puti",92.1,31,1.9,0.2,5.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa77.jpg
D209,"Snap bean pod, white, boiled","Abitsuwelas/Baguio beans bunga, puti, nilaga",96.2,14,1,0.1,2.3,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa78.jpg
D210,"Snap bean seed, black & brown, fresh","Abitsuwelas/Baguio beans buto, kulay kape, sariwa",52.2,185,11.3,0.6,33.5,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa79.jpg
D211,Snow/Sugar pea pod,Sitsaro,82.4,67,3,0.4,12.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2111.png
D212,"Snow/Sugar pea pod, boiled","Sitsaro, nilaga",90,40,1.5,0.4,7.6,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2121.png
D213,"Soybean seed, fresh","Utaw buto, sariwa",68.2,151,13.1,6.1,10.9,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa80.jpg
D214,"Soybean seed, fresh, boiled","Utaw buto, sariwa, nilaga",70.2,144,12.4,6.4,9.3,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa81.jpg
D215,"Spanish plum, young lvs",Siniguelas talbos,83.6,66,4.5,1.2,9.3,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2151.png
D216,"Spanish plum, young lvs, boiled","Siniguelas talbos, nilaga",90.3,39,1.9,0.6,6.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D216.jpg
D217,Spiny pigweed/Thorny amaranth lvs,Uray dahon,82.4,63,5.5,0.9,8.2,3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D217.png
D218,"Spiny pigweed/Thorny amaranth lvs, boiled","Uray dahon, nilaga",90.2,37,1.6,0.3,6.9,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D218.png
D219,Sponge gourd fruit,Patola bunga,94.5,21,0.7,0.1,4.3,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D219_SpongeGourdFruit2.jpg
D220,"Sponge gourd fruit, boiled","Patola bunga, nilaga",96.2,16,0.4,0.4,2.7,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2201.png
D221,Sponge gourd lvs,Patola dahon,89.3,37,4,0.6,3.9,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2211.png
D222,"Sponge gourd lvs, boiled","Patola dahon, nilaga",96,14,1.4,0.1,1.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa82.jpg
D223,Squash flower,Kalabasa bulaklak,90.4,33,1.9,0.5,5.2,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D223.jpg
D224,"Squash flower, boiled","Kalabasa bulaklak, nilaga",94.8,19,0.4,0.1,4.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D224.jpg
D225,Squash fruit,Kalabasa bunga,82.5,68,1.2,0.2,15.3,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D225.jpg
D226,"Squash fruit, boiled","Kalabasa bunga, nilaga",88.2,47,0.4,0.2,10.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D226.jpg
D227,Squash lvs,Kalabasa dahon,89.8,38,3.4,0.6,4.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D227.jpg
D228,"Squash lvs, boiled","Kalabasa dahon, nilaga",93.4,27,1.6,0.4,4.2,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D228.jpg
D229,"Squash, summer fruit","Kalabasa bunga, puti",94.6,21,0.6,0.2,4.3,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa83.jpg
D230,String/Yard long bean lvs,Sitaw talbos,88,44,4.2,0.4,6,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2301.png
D231,"String/Yard long bean lvs, boiled","Sitaw talbos, nilaga",92.8,27,2.1,0.2,4.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D231.png
D232,"String/Yard long bean pod, green","Sitaw bunga, berde",90.2,38,2.7,0.3,6.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D232_StringYardLongBeanPodGreen.jpg
D233,"String/Yard long bean pod, green, boiled","Sitaw bunga, berde, nilaga",87,52,4,0.5,7.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2331.png
D234,"String/Yard long bean pod, red","Sitaw bunga, pula",88.6,44,2.8,0.2,7.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D234.jpg
D235,"String/Yard long bean pod, red, boiled","Sitaw bunga, pula, nilaga",91,35,1.5,0.2,6.7,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2351.png
D236,"String/Yard long bean pod, white","Sitaw bunga, puti",88,47,2.2,0.3,8.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa84.jpg
D237,"String/Yard long bean pod, white, boiled","Sitaw bunga, puti, nilaga",94.1,23,1.4,0.1,4.1,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa85.jpg
D238,"String/Yard long bean seed, green, fresh","Sitaw buto, berde, sariwa",70,119,9.2,0.8,18.8,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa86.jpg
D239,"String/Yard long bean seed, green, fresh, boiled","Sitaw buto, berde, sariwa, nilaga",69.4,119,12.7,0.4,16.1,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa87.jpg
D240,"Sugar palm, heart of palm",Kaong ubod,90.2,38,1.3,0.5,7,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa88.jpg
D241,Swamp amaranth lvs,Lupo dahon,84.7,52,5.1,0.2,7.5,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa89.jpg
D242,Swamp cabbage lvs,Kangkong dahon/Water spinach lvs,89.6,39,3.3,0.4,5.5,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D242.png
D243,"Swamp cabbage lvs, boiled","Kangkong dahon, nilaga/Water spinach lvs, boiled",92.9,28,1.5,0.4,4.7,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2431.png
D244,Sweet potato lvs,Kamote dahon,87.2,49,3.9,0.5,7.2,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D244.jpg
D245,"Sweet potato lvs, boiled","Kamote dahon, nilaga",93.1,29,1.1,0.7,4.6,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2451.png
D246,"Sweet potato lvs, purple","Kamote dahon, murado",81.8,69,4.7,0.6,11.3,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D246.jpg
D247,"Sweet potato lvs, purple, boiled","Kamote dahon, murado, nilaga",93.6,24,1.8,0.3,3.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2471.png
D248,Tamarind flower,Sampalok bulaklak,80,86,2.5,1.8,15,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D248.png
D249,Tamarind lvs,Sampalok dahon,80,80,3.9,1,13.9,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D249.jpg
D250,"Tamarind lvs, boiled","Sampalok dahon, nilaga",86.6,54,2.4,0.5,9.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2501.png
D251,Ivy gourd lvs,Tamling dahon,88.2,49,4.9,1.5,3.9,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D251_TamlingLeaves1.jpg
D252,"Ivy gourd lvs, boiled","Tamling dahon, nilaga",86.5,49,3.5,0.8,7,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D252.png
D253,Taro lvs,Gabi dahon,81.3,73,4.3,1.8,10,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D253_Taro_Leaves1.png
D254,"Taro lvs, boiled","Gabi dahon, nilaga",88,48,1.4,0.4,9.7,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2541.png
D255,Taro petioles,Gabi tangkay,93.7,21,0.3,0.2,4.6,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2551.png
D256,"Taro petioles, boiled","Gabi tangkay, nilaga",96.2,15,0.2,0.1,3.2,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2561.png
D257,Tomato,Kamatis,93.4,25,0.8,0.1,5.2,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D257_Kamatis.jpg
D258,"Tomato, boiled","Kamatis, nilaga",93.6,25,0.4,0.1,5.6,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2581.png
D259,"Tomato, Spanish, ripe","Kamatis, Kastila, hinog",83.4,64,2.3,0.4,12.9,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa90.jpg
D260,Yam bean,Singkamas lamang-ugat/Jicama,88.6,45,1.1,0.2,9.8,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D260.png
D261,"Yam bean, pod",Singkamas bunga,86.8,52,2.6,0.3,9.6,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D261.png
D263,"Water caltrop, boiled","Sungay kalabaw, nilaga/Bullnut, boiled",42.3,226,9.4,0.1,46.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa91.jpg
D264,Water chestnut,Apulid lamang-ugat,55.8,176,2.3,0.7,40.3,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa92.jpg
D265,"Water chestnut, boiled","Apulid lamang-ugat, nilaga",37.8,246,2.7,0.1,58.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D265.png
D268,Watercress,Tonghoy,93.3,26,1,0.3,4.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa93.jpg
D269,Wax gourd fruit,Kundol bunga,95.1,20,0.4,0.3,3.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D269.png
D270,"Wax gourd fruit, boiled","Kundol bunga, nilaga",96.5,13,0.1,0.1,3,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D270.png
D271,Wild ginger,Tumbong aso/Bitter ginger,91.3,32,2.1,0.4,5,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa94.jpg
D272,Winged bean pod,"Sigarilyas/Kalamismis, bunga",92.1,31,2,0.3,5.1,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D272.png
D273,"Winged bean pod, boiled","Sigarilyas/Kalamismis bunga, nilaga",91.2,35,1.6,0.3,6.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D273.png
D274,"Asparagus, cnd",N/A,91.9,30,1.6,0.4,5.1,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2741.png
D275,"Bamboo shoot, cnd","Labong, de lata",95.5,18,1.1,0.4,2.6,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D275.jpg
D276,"Bamboo shoot, dried","Labong, tuyo",11.1,357,17.1,1.4,69,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa95.jpg
D277,"Black wood ear mushroom, dried","Tengang daga, tuyo",15.4,325,8.4,0.5,71.6,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D277.jpg
D278,"Cucumber, salted, cnd","Pipino, inasnan, de lata",80.6,37,2.9,0.2,5.8,10.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D278.png
D279,"Mushroom, cnd","Kabuti, de lata",93.6,23,2.3,0.4,2.5,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D279.jpg
D280,"Mushroom, dried","Kabuti, tuyo",14.9,331,16,0.9,64.6,3.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2801.png
D281,"Mustard lvs, pickled","Mustasa dahon, buro",93,16,1.4,0.1,2.3,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D2811.png
D282,"Mustard lvs, salted","Mustasa dahon, inasnan",83.4,28,1.9,1,2.9,10.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa96.jpg
D283,"Olive, green, in brine","Aseytuna, berde",76.2,132,1.3,12.6,3.4,6.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D283.jpg
D284,"Olive, ripe, in brine","Aseytuna, hinog",77.9,158,1,16,2.6,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D284.jpg
D285,"Papaya fruit, unripe, dried","Papaya bunga, hilaw, tuyo",10,335,6.7,0.6,75.7,7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa97.jpg
D286,Pickle relish,N/A,62.7,145,0.3,0.9,33.9,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D286.jpg
D287,"Pickles, mixed",N/A,61.9,163,0.2,3.1,33.5,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D287.jpg
D288,"Pickles, papaya","Atsara, papaya",58.8,203,0.8,8.7,30.3,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D288.jpg
D289,"Pickles, whole, gherkins",N/A,67,132,0.4,1.7,28.7,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D289.jpg
D290,"Pimiento, cnd",N/A,95,20,0.6,0.5,3.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D290.jpg
D292,"Radish, salted, cnd","Labanos, inasnan, de lata",75.5,46,2.7,0.4,7.8,13.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa98.jpg
D293,"Taro lvs, dried","Gabi dahon, tuyo",3,388,23.1,9.2,53.1,11.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D293.jpg
D294,"Bagbagkong flower, raw",Sabidukong/Latok,87.3,49,4.1,0.6,6.9,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D294.png
D295,"Batwan, immature fruit, raw",Binucao/Binukaw,86.7,53,0.6,0.1,12.4,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D295.png
D296,"Bitter melon/gourd, wild, fruit, raw",Ampalayang ligaw,92.5,29,1.2,0.3,5.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D296_copy2.png
D297,"Malunggay leaves powder, dry",-,5.5,382,28.8,8.7,47,10,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D297.png
D298,"Mangrove apple, raw",Bakawan bunga,81.8,72,1.6,0.5,15.2,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D298.png
D299,"Ivy gourd, immature fruit, raw",Tamling bunga,92.7,28,1.2,0.3,5.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D299.png
D300,"Basil, sweet, fresh",-,87.3,46,3.3,0.6,6.9,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3001.png
D301,"Libas, mature lvs","Common hog plum lvs, mature",75.3,90,3.8,1.3,15.7,3.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3011.png
D302,"Libas, young lvs","Common hog plum lvs, young",79,84,2.8,0.7,16.5,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3021.png
D303,"Thyme, fresh",N/A,70.2,118,5.3,1.9,20,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D3031.png
E001,"Apple, green","Mansanas, berde",84.3,63,0.5,0.1,14.9,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E001.jpg
E002,"Apple, red","Mansanas, pula",83.2,67,0.7,0.1,15.8,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E002.jpg
E003,Atemoya,N/A,84.2,63,0.5,0.3,14.5,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa99.jpg
E004,"Avocado, green","Abokado, berde",81.8,101,0.9,6.2,10.5,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E004_copy1.png
E005,"Avocado, red","Abokado, murado",83.9,100,0.9,7.6,7,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0051.png
E006,"Banana, bungulan","Saging, bungulan",73.3,106,1,0.4,24.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0061.png
E007,"Banana, butuan","Saging, butuan",74.4,101,1.3,0.3,23.2,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa.jpg
E008,"Banana, cavendish, ripe","Saging, cavendish, hinog",74.4,104,0.9,0.9,23.1,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E008.jpg
E009,"Banana, cavendish, unripe","Saging, cavendish, hilaw",72,112,1.1,0.7,25.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0091.png
E010,"Banana, gloria","Saging, gloria",66.3,132,1.1,0.1,31.7,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa1.jpg
E011,"Banana, lacatan","Saging, lakatan",68,126,1.4,0.2,29.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E011.jpg
E012,"Banana, latundan","Saging, latundan",73.4,105,1.2,0.3,24.4,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0121.png
E013,"Banana, murado","Saging, murado",73.1,107,1.2,0.5,24.5,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0131.png
E014,"Banana, saba","Saging, saba",72.2,110,1.1,0.4,25.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E014.jpg
E015,"Banana, saba, boiled","Saging, saba, nilaga",59.1,159,1.2,0,38.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E015.jpg
E016,"Banana, ternate","Saging, ternate",66.2,134,0.9,0.4,31.6,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E016.png
E017,"Banana, tuldok","Saging, tuldok/tindok/tandok",74.8,99,1.1,0.2,23.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa2.jpg
E018,Bignay,Bugnay/Salamander tree fruit,91.6,35,0.7,0.8,6.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0181.png
E019,Bilimbi,Kamyas/Kamias/Kalamyas,94.3,23,0.7,0.2,4.5,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0191.png
E020,Black/Java plum,Duhat/Jambolan,82.2,71,0.8,0.4,16,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0201.png
E021,Barbados gooseberry,N/A,91.4,36,1,0.7,6.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa3.jpg
E022,Buri palm,Buli,81,75,0.7,0.1,17.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E022.jpg
E023,Calamansi/Philippine lemon,Kalamansi/Calamondin,89.8,44,0.4,1,8.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E023.jpg
E024,Canistel,Tiesa/Eggfruit,57.2,172,2.5,0.6,39.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E024.jpg
E025,Cashew fruit,Kasuy bunga,84.6,63,0.7,0.6,13.8,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa4.jpg
E026,Java apple,Makopa/Wax jambu/Wax apple,91.5,34,0.4,0.1,7.8,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0261.png
E027,Custard apple,Anonas/Bullock's heart,66.1,131,1.4,0.2,31,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa5.jpg
E028,Durian,N/A,59.9,163,2,1.2,36.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E028_11.png
E029,Velvet apple,Mabolo,77.7,88,0.6,0.3,20.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0291.png
E030,Grape,Ubas,79.2,83,0.4,0.3,19.7,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0301.png
E031,"Guava, red","Bayabas, pula",74.3,102,0.9,0.4,23.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E031.png
E032,"Guava, white","Bayabas, puti",82.4,70,0.8,0.3,16,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E032.jpg
E033,Jackfruit,Langka/Nangka,71.8,111,1.4,0.4,25.4,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0331.png
E034,Johey oak,Marang,67.8,128,1,0.4,30,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0341.png
E035,Jamaica cherry,Datiles/Aratiles,75,100,2,0.6,21.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0351.png
E036,Jujube Indian/Chinese date,Mansanitas,81.7,73,1,0.4,16.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E036.png
E037,Kaffir lime,Kabuyaw,90.8,42,0.6,1.3,7,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0371.png
E038,Kalumpit,Batangas cherry,80,77,1.3,0.4,17,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E038.png
E039,Lanzon,Lansones/Langsat,83.9,64,1,0.3,14.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E039.jpg
E040,Lemon,Limon,91.4,42,0.5,1.6,6.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E040.jpg
E041,Lemon peel,"Limon, balat",79.4,82,1.1,0.3,18.6,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E041.jpg
E042,Lime,Dayap/Key lime,90.3,50,0.8,2.4,6.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0421.png
E043,Lime peel,"Dayap, balat",68.2,121,3.4,0.2,26.5,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0431.png
E044,Lipoti,Lipote/Igot,83.4,77,0.7,2.5,12.9,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Lipote.jpg
E045,Lychee/Litchi,Lechiyas/Litsiyas,78,87,1.5,0.1,20.1,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0451.png
E046,Madras thorn,Camachile/Kamatsile/Manila tamarind,76.7,93,3.2,0.4,19.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0461.png
E047,Malay apple,Yambo,89,44,0.5,0.2,10,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa6.jpg
E048,Malay gooseberry,Iba/Karmay/Bangkiling/Tahitian gooseberry,90.2,40,0.8,0.7,7.7,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa7.jpg
E049,"Mango, Indian, unripe","Mangga, Indiyan, hilaw",86.8,53,0.3,0.2,12.5,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0491.png
E050,"Mango, Manila super, medium ripe","Mangga, kalabaw, manibalang",83.6,66,0.4,0.4,15.2,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E050.jpg
E051,"Mango, Manila super, ripe","Mangga, kalabaw, hinog",82.4,70,0.6,0.2,16.4,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E051.jpg
E052,"Mango, Manila super, unripe","Mangga, kalabaw, hilaw",84,63,0.5,0.2,14.9,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0521.png
E053,"Mango, paho, unripe","Mangga, paho/pahutan, hilaw",81.8,74,0.7,0.6,16.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E053.png
E054,"Mango, piko, medium ripe","Mangga, piko, manibalang",80.1,83,0.3,0.9,18.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0541.png
E055,"Mango, piko, ripe","Mangga, piko, hinog",79.9,80,0.7,0.2,18.9,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0551.png
E056,"Mango, piko, unripe","Mangga, piko, hilaw",83,69,0.5,0.4,15.8,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E0561.png
E057,"Mango, supsupin, ripe","Mangga, supsupin, hinog",77.4,91,1.2,0.5,20.5,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E057.png
E058,Mangosteen,N/A,79.7,84,0.7,0.8,18.6,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/E058.jpg
